Appl_Type,Appl_No,Product_No,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Delist_Flag,Submission_Date
N,202331,2,7572920,"Jan 7, 2025",,Y,U-3,,
N,202343,1,6699871,"Jul 26, 2022",Y,Y,U-1188,,"Nov 4, 2011"
N,202343,1,7125873,"Jul 26, 2022",,Y,U-1193,,"Nov 4, 2011"
N,202343,1,7125873,"Jul 26, 2022",,Y,U-1192,,"Nov 4, 2011"
N,202343,1,7125873,"Jul 26, 2022",,Y,U-1189,,"Nov 4, 2011"
N,202343,1,7326708,"Apr 11, 2026",Y,Y,U-1188,,"Nov 4, 2011"
N,202343,2,7125873,"Jul 26, 2022",,Y,U-1192,,
N,202343,2,7125873,"Jul 26, 2022",,Y,U-1189,,
N,202343,2,7125873,"Jul 26, 2022",,Y,U-1193,,
N,202343,2,7326708,"Apr 11, 2026",Y,Y,U-1188,,
N,202343,3,6699871,"Jul 26, 2022",Y,Y,U-1188,,
N,202343,3,7125873,"Jul 26, 2022",,Y,U-1190,,
N,202343,3,7125873,"Jul 26, 2022",,Y,U-1192,,
N,202343,3,7125873,"Jul 26, 2022",,Y,U-1193,,
N,202343,3,7326708,"Apr 11, 2026",Y,Y,U-1188,,
N,202343,4,7125873,"Jul 26, 2022",,Y,U-1190,,
N,202343,4,7125873,"Jul 26, 2022",,Y,U-1192,,
N,202343,4,7125873,"Jul 26, 2022",,Y,U-1193,,
N,202343,4,7326708,"Apr 11, 2026",Y,Y,U-1188,,
N,202343,5,7125873,"Jul 26, 2022",,Y,U-1193,,
N,202343,5,7125873,"Jul 26, 2022",,Y,U-1189,,
N,202343,5,7326708,"Apr 11, 2026",Y,Y,U-1188,,
N,202343,6,6699871,"Jul 26, 2022",Y,Y,U-1188,,
N,202343,6,7125873,"Jul 26, 2022",,Y,U-1193,,
N,202343,6,7125873,"Jul 26, 2022",,Y,U-1190,,
N,202714,1,7491704,"Apr 14, 2025",,,U-1260,,"Aug 9, 2012"
N,202799,2,7084245,"May 12, 2024",Y,Y,U-1238,,
N,202799,2,7550433,"Jun 2, 2026",,,U-1238,,
N,202799,2,7919461,"Jun 2, 2026",,,U-1238,,
N,202799,3,7414105,"May 12, 2024",Y,Y,U-1238,,
N,202799,4,7414105,"May 12, 2024",Y,Y,U-1238,,
N,202799,4,7919461,"Jun 2, 2026",,,U-1238,,
N,202799,5,7414105,"May 12, 2024",Y,Y,U-1238,,
N,202799,5,7919461,"Jun 2, 2026",,,U-1238,,
N,202799,6,7414105,"May 12, 2024",Y,Y,U-1238,,
N,202799,7,7084245,"May 12, 2024",Y,Y,U-1238,,
N,202799,7,7550433,"Jun 2, 2026",,,U-1238,,
N,202799,8,7084245,"May 12, 2024",Y,Y,U-1238,,
N,202799,8,7550433,"Jun 2, 2026",,,U-1238,,
N,203100,1,7635704,"Oct 26, 2026",Y,Y,U-257,,
N,203414,1,7807689,"Jun 27, 2028",Y,Y,U-1337,,
N,203414,2,7807689,"Jun 27, 2028",Y,Y,U-1337,,
N,203794,1,RE39593,"Aug 5, 2022",Y,Y,U-1289,,"Oct 24, 2012"
N,203858,2,7932268,"Aug 19, 2027",,,U-1316,,
N,204061,1,8450299,"Oct 7, 2025",,,U-1,,"Jun 11, 2013"
N,202057,1,8501225,"Apr 29, 2030",,,U-1287,,
N,202317,1,7872050,"Jul 8, 2029",,,U-1427,,"Sep 13, 2013"
N,22519,1,8501228,"Jul 18, 2026",,,U-1196,,"Aug 6, 2013"
N,202057,1,8524698,"Feb 9, 2030",,,U-1287,,"Sep 11, 2013"
N,204708,1,8053427,"Jun 13, 2031",,Y,U-1428,,"Sep 13, 2013"
N,204708,1,8513247,"Mar 25, 2031",,Y,U-1428,,"Sep 13, 2013"
N,204708,1,8426410,"May 24, 2025",,,U-1428,,"Sep 13, 2013"
N,204708,1,8513249,"Mar 25, 2031",,Y,U-1428,,"Sep 13, 2013"
N,22184,1,8524777,"Mar 16, 2025",,,U-1235,,"Oct 2, 2013"
N,20866,1,7888310,"Jul 25, 2023",,,U-1433,,"Dec 16, 2011"
N,20866,1,8431155,"Apr 30, 2032",,Y,U-976,,"May 2, 2013"
N,20866,1,8137993,"Jul 25, 2023",,,U-1433,,"Apr 19, 2013"
N,21660,1,7923536,"Dec 9, 2023",,,U-1434,,"Apr 15, 2011"
N,21660,1,8314156,"Dec 9, 2023",,,U-1434,,"Nov 28, 2012"
N,207932,2,9901539,"Dec 21, 2032",,,U-1556,,"Mar 28, 2018"
N,207932,3,9901539,"Dec 21, 2032",,,U-1556,,"Mar 28, 2018"
N,204447,3,8476279,"Oct 2, 2022",,Y,U-1439,,"Oct 16, 2013"
N,202833,2,8536163,"Dec 18, 2026",,,U-1440,,"Oct 15, 2013"
N,204824,3,8480631,"Mar 19, 2030",,Y,U-1442,,
N,204410,1,8268847,"Apr 18, 2029",,,U-1446,,"Nov 6, 2013"
N,21695,4,8026281,"Apr 22, 2025",,,U-1448,,
N,204824,4,8579865,"Mar 19, 2030",,Y,U-1442,,"Nov 21, 2013"
N,22522,2,8536206,"Mar 8, 2024",,,U-1115,,"Mar 14, 2018"
N,208745,1,9919024,"Sep 15, 2031",,,U-2230,,"Apr 10, 2018"
N,21729,3,7053092,"Jan 28, 2022",,,U-839,,
N,21729,4,7053092,"Jan 28, 2022",,,U-839,,
N,21829,1,8617591,"Jul 22, 2023",,Y,U-1474,,"Jan 9, 2014"
N,205123,1,8349869,"Jul 28, 2026",Y,Y,U-1467,,
N,22581,1,8592480,"Jul 20, 2027",,,U-1469,,
N,21937,1,8592397,"Jan 13, 2024",,Y,U-1170,,
N,21752,1,8592397,"Jan 13, 2024",,Y,U-248,,
N,21937,1,8592397,"Jan 13, 2024",,Y,U-750,,
N,21436,4,7053092,"Jan 28, 2022",,,U-839,,
N,21829,2,8617591,"Jul 22, 2023",,Y,U-1474,,"Jan 9, 2014"
N,21272,1,8653137,"Sep 5, 2028",,,U-1437,,"Feb 18, 2014"
N,21272,4,8653137,"Sep 5, 2028",,,U-1437,,"Feb 18, 2014"
N,22450,1,9399012,"Sep 11, 2031",,,U-2262,,"Aug 8, 2016"
N,201635,2,9622983,"Nov 16, 2027",,Y,U-1992,,"Apr 20, 2017"
N,201635,3,9622983,"Nov 16, 2027",,Y,U-1992,,"Apr 20, 2017"
N,202057,1,8546372,"Feb 9, 2030",,,U-1287,,"Oct 1, 2013"
N,21060,2,8653033,"Oct 1, 2024",,,U-48,,"Feb 19, 2014"
N,21060,2,8653033,"Oct 1, 2024",,,U-55,,"Feb 19, 2014"
N,21060,4,8653033,"Oct 1, 2024",,,U-55,,"Feb 19, 2014"
N,22369,1,8263054,"Jan 15, 2023",,,U-1277,,"Sep 17, 2012"
N,21272,1,8658694,"Sep 5, 2028",,,U-1437,,"Feb 25, 2014"
N,21272,4,8658694,"Sep 5, 2028",,,U-1437,,"Feb 25, 2014"
N,201635,3,9622983,"Nov 16, 2027",,Y,U-1675,,"Apr 20, 2017"
N,201635,4,9622983,"Nov 16, 2027",,Y,U-1992,,"Apr 20, 2017"
N,203137,2,7351401,"Jan 24, 2023",Y,Y,U-336,,"Mar 28, 2014"
N,21445,1,7612058,"Oct 30, 2025",,,U-1173,,
N,21729,2,8642600,"Jan 28, 2022",,,U-1492,,"Mar 5, 2014"
N,21729,5,8642600,"Jan 28, 2022",,,U-1492,,"Mar 5, 2014"
N,205410,1,8338489,"Oct 16, 2028",,,U-1496,,"Mar 28, 2014"
N,21436,1,8642600,"Jan 28, 2022",,,U-1492,,"Mar 5, 2014"
N,204031,1,8668929,"Mar 11, 2029",,,U-1499,,"Apr 3, 2014"
N,204031,1,8377453,"Nov 19, 2029",,Y,U-1499,,"Apr 3, 2014"
N,21436,3,8642600,"Jan 28, 2022",,,U-1492,,"Mar 5, 2014"
N,21436,4,8642600,"Jan 28, 2022",,,U-1492,,"Mar 5, 2014"
N,21436,5,8642600,"Jan 28, 2022",,,U-1492,,"Mar 5, 2014"
N,50808,7,8722650,"Jun 24, 2025",,,U-1078,,
N,22266,2,9597288,"Jul 23, 2027",,Y,U-767,,"Apr 3, 2017"
N,50808,8,8722650,"Jun 24, 2025",,,U-1078,,
N,202833,2,8716271,"Dec 18, 2026",,,U-1440,,"May 28, 2014"
N,204485,2,9375478,"Jan 30, 2035",,,U-1857,,"Jun 28, 2016"
N,22266,3,9597288,"Jul 23, 2027",,Y,U-767,,"Apr 3, 2017"
N,22266,4,9597288,"Jul 23, 2027",,Y,U-767,,"Apr 3, 2017"
N,203137,2,8691185,"Jan 24, 2023",,,U-336,,"May 28, 2014"
N,202833,1,8716271,"Dec 18, 2026",,,U-1440,,"May 28, 2014"
N,50808,6,8722650,"Jun 24, 2025",,,U-1078,,
N,202788,1,8486973,"Apr 27, 2030",,,U-55,,"Jul 30, 2013"
N,202788,3,8486973,"Apr 27, 2030",,,U-55,,"Jul 30, 2013"
N,205060,1,8383678,"Feb 7, 2025",,Y,U-1511,,"Jun 3, 2014"
N,204623,1,8741956,"Jul 10, 2029",,,U-1435,,"Jun 5, 2014"
N,202788,5,8486973,"Apr 27, 2030",,,U-55,,"Jul 30, 2013"
N,204141,1,8715624,"May 26, 2026",,Y,U-1408,,"Jun 13, 2014"
N,202788,6,8486973,"Apr 27, 2030",,,U-55,,"Jul 30, 2013"
N,204141,1,8277780,"Sep 1, 2028",,Y,U-1408,,"Jun 26, 2013"
N,21883,1,8143212,"Nov 14, 2023",,,U-1517,,"Jun 13, 2014"
N,209310,1,8109918,"Mar 12, 2024",,,U-2272,,"Apr 26, 2018"
N,203567,1,7214506,"Feb 22, 2026",,,U-281,,"Jun 20, 2014"
N,22525,3,8039009,"Mar 24, 2029",,,U-539,,
N,22525,4,8039009,"Mar 24, 2029",,,U-539,,
N,209310,1,7951131,"Mar 12, 2024",,,U-2272,,"Apr 26, 2018"
N,209310,1,7951130,"Mar 12, 2024",,,U-2272,,"Apr 26, 2018"
N,205637,2,8147866,"Jul 23, 2027",,Y,U-1521,,"Jun 20, 2014"
N,21272,3,7999007,"Mar 29, 2029",,Y,U-1437,,
N,209115,1,8859562,"Aug 4, 2031",,,U-2012,,"Dec 21, 2016"
N,22522,1,8604064,"Mar 8, 2024",,,U-1115,,"Jan 8, 2014"
N,21923,1,8618141,"Feb 11, 2023",,,U-1480,,"Jan 30, 2014"
N,209115,1,8143241,"Aug 12, 2027",,,U-2012,,"Dec 21, 2016"
N,204623,1,8546450,"Aug 9, 2030",,,U-1435,,"Feb 25, 2014"
N,204623,1,8618164,"Jul 10, 2029",,,U-1477,,"Feb 25, 2014"
N,22321,4,7682633,"Jun 19, 2027",,,U-1510,,
N,205123,1,8754106,"Jul 28, 2026",Y,,U-1467,,"Jul 1, 2014"
N,22321,1,8158156,"Jun 19, 2027",,,U-1510,,"May 10, 2012"
N,22321,2,7682633,"Jun 19, 2027",,,U-1510,,
N,205437,2,7208516,"Mar 19, 2023",,,U-1505,,"Apr 15, 2014"
N,22321,3,8158156,"Jun 19, 2027",,,U-1510,,
N,22321,5,7682633,"Jun 19, 2027",,,U-1510,,
N,22321,6,8158156,"Jun 19, 2027",,,U-1510,,
N,208780,2,7910610,"Jan 8, 2030",,,U-2048,,"Mar 8, 2018"
N,202293,1,8685934,"May 26, 2030",,,U-1522,,"Jun 25, 2014"
N,205123,1,8741926,"Jul 28, 2026",Y,,U-1467,,"Jul 1, 2014"
N,205435,1,8426389,"Dec 31, 2030",Y,Y,U-282,,"Jul 3, 2014"
N,21060,1,8765680,"Oct 1, 2024",,,U-55,,"Jul 2, 2014"
N,21060,2,8765680,"Oct 1, 2024",,,U-48,,"Jul 2, 2014"
N,21060,3,8765680,"Oct 1, 2024",,,U-48,,"Jul 2, 2014"
N,21060,4,8765680,"Oct 1, 2024",,,U-48,,"Jul 2, 2014"
N,205436,1,8426389,"Dec 31, 2030",Y,Y,U-282,,"Jul 3, 2014"
N,21361,1,8741904,"Feb 27, 2026",Y,,U-1526,,"Jul 11, 2014"
N,21729,3,8759350,"Mar 2, 2027",,,U-1529,,"Jul 22, 2014"
N,204399,2,8785426,"Feb 11, 2034",,Y,U-1531,,"Jul 22, 2014"
N,208780,2,8778947,"Aug 30, 2033",,,U-2044,,"Mar 8, 2018"
N,21937,1,8716264,"Jan 13, 2024",,Y,U-257,,"May 30, 2014"
N,21436,1,8759350,"Mar 2, 2027",,,U-1529,,"Jul 22, 2014"
N,208780,2,8420674,"Dec 18, 2027",,,U-2079,,"Mar 8, 2018"
N,208780,2,7635707,"Apr 22, 2029",,,U-2083,,"Mar 8, 2018"
N,208780,2,7635707,"Apr 22, 2029",,,U-2072,,"Mar 8, 2018"
N,208780,2,7635707,"Apr 22, 2029",,,U-2073,,"Mar 8, 2018"
N,208780,2,8609701,"Apr 22, 2029",,,U-2069,,"Mar 8, 2018"
N,208780,2,8609701,"Apr 22, 2029",,,U-2064,,"Mar 8, 2018"
N,208780,2,8609701,"Apr 22, 2029",,,U-2067,,"Mar 8, 2018"
N,208780,2,8609701,"Apr 22, 2029",,,U-2065,,"Mar 8, 2018"
N,208780,2,8084475,"Jan 8, 2030",,,U-2268,,"Mar 8, 2018"
N,208780,2,8318780,"Jan 8, 2030",,,U-2046,,"Mar 8, 2018"
N,208780,2,8754109,"Jan 8, 2030",,,U-2053,,"Mar 8, 2018"
N,208780,2,8592462,"Apr 22, 2029",,,U-2060,,"Mar 8, 2018"
N,203100,1,8716264,"Jan 13, 2024",,Y,U-257,,"Jun 2, 2014"
N,22334,3,8778962,"Feb 18, 2022",,,U-1541,,"Jul 28, 2014"
N,22334,4,8778962,"Feb 18, 2022",,,U-1541,,"Jul 28, 2014"
N,203108,1,8044046,"Nov 10, 2023",,,U-1547,,"Aug 15, 2014"
N,205579,1,8685460,"Feb 15, 2023",,,U-1546,,"Aug 8, 2014"
N,203108,1,8034809,"May 12, 2025",,,U-1547,,"Aug 15, 2014"
N,203108,1,7220742,"May 12, 2025",Y,Y,U-1547,,"Aug 15, 2014"
N,205776,4,8664231,"Jun 1, 2029",,,U-1442,,"Jul 31, 2014"
N,205776,5,8664231,"Jun 1, 2029",,,U-1442,,"Jul 31, 2014"
N,205776,8,8664231,"Jun 1, 2029",,,U-1442,,"Jul 31, 2014"
N,205776,9,8664231,"Jun 1, 2029",,,U-1442,,"Jul 31, 2014"
N,205776,10,8664231,"Jun 1, 2029",,,U-1442,,"Jul 31, 2014"
N,20845,2,8795741,"Jun 30, 2029",,,U-1286,,"Aug 7, 2014"
N,22272,3,8808741,"Aug 24, 2027",,,U-1556,,"Aug 19, 2014"
N,22272,4,8808741,"Aug 24, 2027",,,U-1556,,"Aug 19, 2014"
N,22272,7,8808741,"Aug 24, 2027",,,U-1556,,"Aug 19, 2014"
N,205488,1,8784882,"Feb 4, 2024",,Y,U-1557,,"Aug 20, 2014"
N,22272,1,8808741,"Aug 24, 2027",,,U-1556,,"Aug 19, 2014"
N,205874,1,8093423,"Apr 21, 2026",,,U-1577,,"Oct 2, 2014"
N,22315,1,8506987,"Jan 9, 2023",,,U-1205,,"Sep 11, 2013"
N,204760,2,8067431,"Dec 16, 2024",,,U-1185,,"Oct 14, 2014"
N,204760,1,8067431,"Dec 16, 2024",,,U-1185,,"Oct 14, 2014"
N,22192,2,8586610,"Nov 2, 2027",,,U-1625,,"Jan 8, 2015"
N,22192,3,8586610,"Nov 2, 2027",,,U-1625,,"Jan 8, 2015"
N,203094,1,8148374,"Sep 3, 2029",Y,Y,U-1279,,"Oct 16, 2014"
N,204242,3,8658198,"Dec 3, 2027",,Y,U-1494,,
N,204677,1,7807135,"Mar 18, 2029",Y,Y,U-1497,,"Apr 4, 2014"
N,206829,1,7129232,"May 15, 2028",Y,Y,U-36,,"Jan 13, 2015"
N,22192,1,8586610,"Nov 2, 2027",,,U-1625,,"Jan 8, 2015"
N,22192,5,8586610,"Nov 2, 2027",,,U-1625,,"Jan 8, 2015"
N,22192,6,8586610,"Nov 2, 2027",,,U-1625,,"Jan 8, 2015"
N,203168,1,8927606,"Jan 16, 2024",,,U-100,,"Jan 12, 2015"
N,206829,1,8685957,"Sep 27, 2032",Y,,U-36,,"Jan 13, 2015"
N,203255,1,8822637,"Aug 6, 2023",,,U-1629,,"Jan 13, 2015"
N,21964,2,8822490,"Sep 30, 2029",,Y,U-1185,,"Sep 22, 2014"
N,206334,1,8420592,"Aug 29, 2029",,,U-1570,,"Sep 17, 2014"
N,200063,1,8722085,"Nov 8, 2027",,,U-1585,,"Oct 6, 2014"
N,202611,2,8835474,"Nov 4, 2023",,,U-1527,,"Oct 14, 2014"
N,21964,3,8822490,"Sep 30, 2029",,Y,U-1185,,"Sep 22, 2014"
N,22320,1,8809305,"Dec 23, 2022",,,U-1078,,"Sep 19, 2014"
N,200063,1,8815889,"Jul 20, 2024",,,U-1586,,"Oct 6, 2014"
N,202123,1,8841310,"Dec 9, 2025",,Y,U-257,,"Oct 20, 2014"
N,21923,1,8877933,"Dec 24, 2027",Y,Y,U-1624,,"Dec 22, 2014"
N,22249,2,8791270,"Jan 12, 2026",,Y,U-1542,,"Jul 29, 2014"
N,202788,7,8835460,"Jan 25, 2027",,Y,U-55,,"Sep 29, 2014"
N,201655,2,8808737,"Jun 21, 2027",,,U-1598,,"Nov 7, 2014"
N,22535,1,7988994,"Sep 22, 2026",,Y,U-1602,,"Nov 14, 2014"
N,201655,1,8808737,"Jun 21, 2027",,,U-1598,,"Nov 7, 2014"
N,201655,3,8808737,"Jun 21, 2027",,,U-1598,,"Nov 7, 2014"
N,201655,5,8808737,"Jun 21, 2027",,,U-1598,,"Nov 7, 2014"
N,201655,6,8808737,"Jun 21, 2027",,,U-1598,,"Nov 7, 2014"
N,22535,1,8013002,"Jan 8, 2030",,,U-1603,,"Nov 14, 2014"
N,22535,1,8778947,"Aug 30, 2033",,,U-1613,,"Nov 14, 2014"
N,22535,1,7767225,"Sep 22, 2026",,Y,U-1602,,"Nov 14, 2014"
N,22535,1,7767700,"Dec 18, 2027",,,U-1601,,"Nov 14, 2014"
N,22249,1,8883836,"Mar 26, 2029",,Y,U-1402,,"Nov 13, 2014"
N,21338,1,8428709,"Jun 11, 2032",,Y,U-736,,"May 28, 2015"
N,22291,4,8052994,"Aug 1, 2027",,Y,U-1714,,"Jul 10, 2015"
N,22535,1,8592462,"Apr 22, 2029",,,U-1609,,"Nov 14, 2014"
N,22535,1,8318780,"Jan 8, 2030",,,U-1606,,"Nov 14, 2014"
N,22535,1,8420674,"Dec 18, 2027",,Y,U-1608,,"Nov 14, 2014"
N,22535,1,7910610,"Jan 8, 2030",,,U-1604,,"Nov 14, 2014"
N,22535,1,8754109,"Jan 8, 2030",,,U-1612,,"Nov 14, 2014"
N,206627,2,8808740,"Dec 21, 2031",,Y,U-1556,,"Nov 21, 2014"
N,22535,1,8753679,"Sep 22, 2026",,Y,U-1602,,"Nov 14, 2014"
N,206627,6,8808740,"Dec 21, 2031",,Y,U-1556,,"Nov 21, 2014"
N,22192,1,9074256,"Feb 10, 2031",,,U-1674,,"Jul 28, 2015"
N,22192,1,9072742,"Jan 16, 2031",,,U-1674,,"Jul 28, 2015"
N,22192,2,9072742,"Jan 16, 2031",,,U-1674,,"Jul 28, 2015"
N,22192,3,9074256,"Feb 10, 2031",,,U-1674,,"Jul 28, 2015"
N,22291,3,8071129,"Aug 1, 2027",,Y,U-1714,,"Jul 10, 2015"
N,206843,1,8900566,"Aug 8, 2027",,,U-1725,,"Aug 21, 2015"
N,22291,5,7160870,"Nov 20, 2022",Y,Y,U-930,,
N,22291,5,7160870,"Nov 20, 2022",Y,Y,U-1306,,
N,22291,5,7795293,"May 21, 2023",,,U-1575,,
N,22291,5,7547719,"Jul 13, 2025",Y,Y,U-1575,,
N,22291,5,7547719,"Jul 13, 2025",Y,Y,U-930,,
N,204708,1,8859551,"May 25, 2024",,,U-1428,,"Oct 27, 2014"
N,206843,2,8900566,"Aug 8, 2027",,,U-1725,,"Aug 21, 2015"
N,206843,2,8900566,"Aug 8, 2027",,,U-1724,,"Aug 21, 2015"
N,206843,2,8642025,"Aug 11, 2027",Y,Y,U-1724,,"Aug 21, 2015"
N,204399,2,9662340,"Feb 11, 2034",,Y,U-1531,,"Jun 21, 2017"
N,208383,1,8557852,"Sep 8, 2028",,,U-1167,,"Jul 21, 2017"
N,204623,1,9132110,"Oct 17, 2027",,,U-1488,,"Sep 16, 2015"
N,21436,1,9125939,"Jul 28, 2026",,,U-1749,,"Oct 7, 2015"
N,206940,1,9115091,"Jul 7, 2028",Y,Y,U-1738,,"Sep 23, 2015"
N,21436,2,9125939,"Jul 28, 2026",,,U-1749,,"Oct 7, 2015"
N,21436,4,9125939,"Jul 28, 2026",,,U-1749,,"Oct 7, 2015"
N,21436,5,9125939,"Jul 28, 2026",,,U-1749,,"Oct 7, 2015"
N,21436,6,9125939,"Jul 28, 2026",,,U-1749,,"Oct 7, 2015"
N,207958,1,9339489,"Mar 14, 2034",,Y,U-1850,,"Jul 25, 2017"
N,205777,2,9168252,"May 10, 2022",,Y,U-1556,,"Oct 27, 2015"
N,206406,1,8664239,"Aug 30, 2028",,,U-1752,,"Aug 24, 2015"
N,202192,1,8822481,"Jun 12, 2028",,,U-1573,,"Sep 24, 2014"
N,202192,2,8822481,"Jun 12, 2028",,,U-1573,,"Sep 24, 2014"
N,202192,3,8822481,"Jun 12, 2028",,,U-1573,,"Sep 24, 2014"
N,202192,5,8822481,"Jun 12, 2028",,,U-1573,,"Sep 24, 2014"
N,204824,5,8480631,"Mar 19, 2030",,Y,U-1442,,"Dec 2, 2014"
N,208383,2,9555023,"Nov 7, 2026",,,U-1502,,"Jul 21, 2017"
N,203756,1,8877776,"Oct 8, 2030",Y,Y,U-1617,,"Dec 4, 2014"
N,202788,4,8835460,"Jan 25, 2027",,Y,U-55,,"Sep 24, 2014"
N,22037,3,6811794,"Jul 4, 2022",,Y,U-494,,
N,205437,1,7659302,"Mar 19, 2023",,,U-1595,,"Apr 15, 2014"
N,205437,1,7659302,"Mar 19, 2023",,,U-1505,,"Apr 15, 2014"
N,205437,3,7659302,"Mar 19, 2023",,,U-1505,,"Apr 15, 2014"
N,205649,1,6515117,"Oct 4, 2025",Y,Y,U-493,,"Nov 24, 2014"
N,205437,3,8455536,"Mar 19, 2023",,,U-1595,,"Apr 15, 2014"
N,205649,2,6515117,"Oct 4, 2025",Y,Y,U-493,,"Nov 24, 2014"
N,205649,3,8501698,"Jun 20, 2027",,Y,U-493,,"Nov 24, 2014"
N,205649,3,6515117,"Oct 4, 2025",Y,Y,U-493,,"Nov 24, 2014"
N,20845,3,8846112,"Jun 30, 2029",,,U-1286,,"Oct 2, 2014"
N,21537,1,8846650,"Jun 4, 2025",,Y,U-1578,,"Oct 3, 2014"
N,205777,1,9168252,"May 10, 2022",,Y,U-1556,,"Oct 27, 2015"
N,206406,2,8889186,"Aug 30, 2024",,,U-1752,,"Aug 24, 2015"
N,206406,2,8623411,"Aug 30, 2024",,,U-1752,,"Aug 24, 2015"
N,206406,2,8889185,"Aug 30, 2024",,,U-1752,,"Aug 24, 2015"
N,206406,3,8889186,"Aug 30, 2024",,,U-1752,,"Aug 24, 2015"
N,206406,3,8586084,"Aug 30, 2024",,,U-1752,,"Aug 24, 2015"
N,206406,3,8685998,"Aug 30, 2028",,Y,U-1752,,"Aug 24, 2015"
N,208383,2,8404724,"Mar 29, 2031",,Y,U-2034,,"Jul 21, 2017"
N,22184,1,9155716,"Mar 16, 2025",,Y,U-1528,,"Nov 12, 2015"
N,204824,5,8945063,"Mar 19, 2030",,Y,U-1442,,"Mar 2, 2015"
N,205777,2,8969369,"May 10, 2022",,Y,U-1556,,"Mar 3, 2015"
N,22004,1,8371292,"Feb 1, 2028",,,U-1356,,
N,21658,2,8371292,"Feb 1, 2028",,,U-1355,,
N,20517,3,8921326,"Feb 5, 2031",,Y,U-1666,,"Mar 13, 2015"
N,205858,2,8980901,"May 12, 2025",,,U-1678,,"Apr 10, 2015"
N,204275,2,RE44874,"Mar 23, 2023",Y,Y,U-1691,,"May 7, 2015"
N,206947,1,9006256,"Jul 27, 2027",,,U-1695,,"May 12, 2015"
N,206439,1,8173708,"Nov 22, 2025",,,U-1641,,"Jan 22, 2015"
N,206439,2,8173708,"Nov 22, 2025",,,U-1641,,"Jan 22, 2015"
N,206439,2,8362085,"Nov 22, 2025",,,U-1641,,"Jan 22, 2015"
N,206439,2,8039009,"Mar 24, 2029",,,U-1641,,"Jan 22, 2015"
N,203284,1,9095559,"Mar 9, 2032",,,U-1383,,"Sep 3, 2015"
N,206756,1,7220742,"May 12, 2025",Y,Y,U-1703,,"Jun 10, 2015"
N,200063,1,9107837,"Jun 4, 2027",,,U-1639,,"Sep 3, 2015"
N,205437,1,9018243,"Mar 19, 2023",,,U-1595,,"May 18, 2015"
N,205437,2,9018243,"Mar 19, 2023",,,U-1505,,"May 18, 2015"
N,205437,3,9018243,"Mar 19, 2023",,,U-1505,,"May 18, 2015"
N,205437,3,9018243,"Mar 19, 2023",,,U-1595,,"May 18, 2015"
N,21778,1,9101540,"Apr 22, 2024",,Y,U-755,,"Aug 13, 2015"
N,22192,5,9072742,"Jan 16, 2031",,,U-1674,,"Jul 28, 2015"
N,22192,5,9074256,"Feb 10, 2031",,,U-1674,,"Jul 28, 2015"
N,21856,1,9107912,"Sep 8, 2031",,,U-1346,,"Sep 3, 2015"
N,22192,6,9074256,"Feb 10, 2031",,,U-1674,,"Jul 28, 2015"
N,22192,6,9072742,"Jan 16, 2031",,,U-1674,,"Jul 28, 2015"
N,22192,7,9074255,"Dec 17, 2030",,,U-1674,,"Jul 28, 2015"
N,22192,7,9072742,"Jan 16, 2031",,,U-1674,,"Jul 28, 2015"
N,203697,1,9101637,"Mar 23, 2022",,,U-1733,,"Sep 9, 2015"
N,21977,1,7678771,"Feb 24, 2023",,Y,U-842,,
N,21977,1,7678770,"Feb 24, 2023",,,U-842,,
N,200063,1,9125868,"Nov 8, 2027",,,U-1585,,"Oct 15, 2015"
N,22192,1,9157121,"Apr 5, 2030",,,U-1674,,"Oct 13, 2015"
N,22192,3,9157121,"Apr 5, 2030",,,U-1674,,"Oct 13, 2015"
N,21977,7,7659254,"Feb 24, 2023",,,U-1034,,"Sep 22, 2015"
N,21977,7,7671030,"Feb 24, 2023",,Y,U-727,,"Sep 22, 2015"
N,21977,7,7662788,"Feb 24, 2023",,,U-727,,"Sep 22, 2015"
N,21977,1,7674774,"Feb 24, 2023",,Y,U-842,,
N,21977,2,7687467,"Feb 24, 2023",,Y,U-842,,
N,21977,2,7105486,"Feb 24, 2023",,,U-727,,
N,21977,2,7678771,"Feb 24, 2023",,Y,U-842,,
N,21977,2,7674774,"Feb 24, 2023",,Y,U-842,,
N,21977,2,7678770,"Feb 24, 2023",,,U-842,,
N,21977,3,7678770,"Feb 24, 2023",,,U-842,,
N,21977,3,7678771,"Feb 24, 2023",,Y,U-842,,
N,21977,3,7671031,"Feb 24, 2023",,,U-727,,
N,21977,4,7105486,"Feb 24, 2023",,,U-727,,
N,21977,4,7105486,"Feb 24, 2023",,,U-842,,
N,21977,4,7671031,"Feb 24, 2023",,,U-727,,
N,21977,4,7687467,"Feb 24, 2023",,Y,U-842,,"Mar 6, 2012"
N,21977,4,7678770,"Feb 24, 2023",,,U-842,,
N,21977,5,7678770,"Feb 24, 2023",,,U-842,,
N,21977,5,7105486,"Feb 24, 2023",,,U-842,,
N,21977,5,7674774,"Feb 24, 2023",,Y,U-842,,
N,21977,5,7678771,"Feb 24, 2023",,Y,U-842,,
N,21977,6,7105486,"Feb 24, 2023",,,U-727,,
N,21977,6,7678771,"Feb 24, 2023",,Y,U-842,,
N,21977,6,7687467,"Feb 24, 2023",,Y,U-842,,
